emp_no,first_name,last_name,title,from_date,salary
79879,Masako,Schaap,Senior Staff,10/29/1998,40000
80200,Yurii,Ghazalie,Engineer,10/29/1998,59857
221172,DAIDA,Bugaenko,Staff,10/30/1998,91106
270634,Akeel,Vakili,Senior Engineer,10/30/1998,57610
273563,Shaz,Ohori,Senior Engineer,10/30/1998,50179
283048,Akeno,Ruemmler,Engineer,10/30/1998,45205
410124,Froduald,Veccia,Senior Engineer,10/30/1998,53239
433130,Mihalis,Itzfeldt,Engineer,10/30/1998,40000
464022,Bartek,Beznosov,Staff,10/30/1998,69698
485309,Ute,Rahier,Staff,10/30/1998,56554
234300,Subhrajyoti,Beznosov,Senior Engineer,10/31/1998,55647
252982,Mandell,Pehl,Technique Leader,10/31/1998,51014
463370,Khue,Eiter,Staff,10/31/1998,40000
494867,Kellie,Chenney,Engineer,10/31/1998,54731
11319,Pranas,Marrakchi,Assistant Engineer,11/1/1998,40000
35489,Jeanne,Godskesen,Senior Staff,11/1/1998,42090
53943,Yannis,Hagimont,Engineer,11/1/1998,48421
206301,Huiqun,Yavatkar,Senior Engineer,11/1/1998,40000
244780,Domenico,Itzfeldt,Engineer,11/1/1998,67177
258292,Bodo,Leivant,Senior Staff,11/1/1998,49669
268015,Rajmohan,Waterhouse,Engineer,11/1/1998,40000
269923,Sanjiv,Vadhan,Staff,11/1/1998,95408
299515,Reinhold,Hutter,Senior Staff,11/1/1998,58078
444882,Masoud,Cronau,Senior Engineer,11/1/1998,41230
452405,Shawna,Ulupinar,Senior Engineer,11/1/1998,40000
497212,Yakichi,Lambe,Senior Staff,11/1/1998,61696
17012,Valdiodio,Petereit,Senior Engineer,11/2/1998,40000
19445,Xinglin,Gecsel,Engineer,11/2/1998,46101
62155,Akemi,Basawa,Assistant Engineer,11/2/1998,40170
247086,Boaz,Mundy,Senior Staff,11/2/1998,53028
421749,Dietrich,Calkin,Engineer,11/2/1998,40000
423844,Masadi,Smeets,Engineer,11/2/1998,53842
439027,Munir,Riexinger,Staff,11/2/1998,60754
480350,Zijian,Kalloufi,Senior Staff,11/2/1998,72913
25717,Froduald,Speek,Senior Staff,11/3/1998,66977
29020,Gill,Vrecion,Engineer,11/3/1998,56131
88403,Nigel,Ramaiah,Staff,11/3/1998,42013
250304,Brigham,Rusterholz,Staff,11/3/1998,40000
286939,Arvin,Litzler,Engineer,11/3/1998,67028
403999,Boguslaw,Pouyioutas,Senior Staff,11/3/1998,40000
457125,Leah,Krupka,Senior Staff,11/3/1998,81202
493999,Arvind,Driscoll,Staff,11/3/1998,40000
73318,Elliott,Highland,Engineer,11/4/1998,40000
202386,Nadjib,Marshall,Senior Staff,11/4/1998,86296
225816,Bader,Jansen,Senior Staff,11/4/1998,65039
293851,Golgen,Callaway,Assistant Engineer,11/4/1998,40000
53224,Rasiah,Mullainathan,Technique Leader,11/5/1998,59270
207780,Dinah,Schade,Engineer,11/5/1998,61591
245692,Gila,Asrin,Senior Staff,11/5/1998,40000
268922,Eishiro,Bonifati,Senior Staff,11/5/1998,65189
298547,Toshimitsu,Underwood,Senior Engineer,11/5/1998,40000
415431,Willard,Manders,Technique Leader,11/5/1998,41221
418237,Ioana,Maquelin,Engineer,11/5/1998,40000
427248,Sverrir,Schapire,Senior Engineer,11/5/1998,40000
446380,Fumiyo,Egerstedt,Staff,11/5/1998,40000
30143,Indrajit,Huttel,Senior Staff,11/6/1998,53875
97677,Taegyun,Poulakidas,Senior Staff,11/6/1998,81061
214768,Yakichi,Guardalben,Engineer,11/6/1998,53861
218878,Pranay,Fujisawa,Senior Engineer,11/6/1998,49188
230367,Susuma,Lubachevsky,Senior Staff,11/6/1998,83695
237812,Xiadong,Gischer,Staff,11/6/1998,63218
293914,Jungsoon,Garrabrants,Senior Staff,11/6/1998,77145
405472,Takushi,Miake,Engineer,11/6/1998,40000
439879,Tzvetan,Gente,Engineer,11/6/1998,40761
471239,Adas,Marletta,Senior Staff,11/6/1998,40000
478972,Shim,Stentiford,Senior Staff,11/6/1998,47190
60439,Weiru,Basawa,Senior Engineer,11/7/1998,40138
224810,Muneo,Cappello,Staff,11/7/1998,40000
239925,Hugo,Ellozy,Staff,11/7/1998,40000
276289,Yuchang,Gilg,Staff,11/7/1998,78960
289462,Takahira,Hegner,Technique Leader,11/7/1998,49974
221361,Aron,Krichel,Senior Engineer,11/8/1998,40000
243103,Gao,Coney,Senior Engineer,11/8/1998,45225
436646,Dante,Rotem,Engineer,11/8/1998,40000
42434,Diederik,Lagarias,Senior Staff,11/9/1998,75431
71826,Chandrasekaran,Brickell,Senior Staff,11/9/1998,74771
83643,Jinxi,Tsukune,Engineer,11/9/1998,43995
203013,Eran,Ritcey,Senior Engineer,11/9/1998,47870
211170,Sakthirel,Tiemann,Senior Staff,11/9/1998,48209
222512,Fumitake,Murtafg,Staff,11/9/1998,40000
238669,Masako,Rosenbaum,Senior Staff,11/9/1998,46456
242275,Toshiki,Haldar,Engineer,11/9/1998,40000
268057,Gennady,Cesareni,Senior Staff,11/9/1998,51162
476347,Bojan,Morrow,Senior Staff,11/9/1998,48995
486205,Bodh,Baez,Senior Engineer,11/9/1998,40875
65358,Kshitij,Cooley,Assistant Engineer,11/10/1998,40000
104094,Manohar,Emiris,Engineer,11/10/1998,49509
224795,Chaitali,Shokrollahi,Senior Staff,11/10/1998,84880
238643,Fumiko,Anido,Senior Staff,11/10/1998,40000
263122,Hyuckchul,Ranai,Engineer,11/10/1998,62522
445293,Magy,Perl,Staff,11/10/1998,50655
28968,Shalesh,Gerteisen,Engineer,11/11/1998,62182
38196,Munehiko,Khamsi,Senior Engineer,11/11/1998,54163
78085,Bingning,Gargeya,Senior Engineer,11/11/1998,40000
85840,Kazuhiko,Reinhart,Engineer,11/11/1998,40000
105391,Vidya,Peac,Engineer,11/11/1998,40000
435880,Kwangsub,Giarratana,Senior Engineer,11/11/1998,40000
481506,Bluma,Rehfuss,Staff,11/11/1998,78393
25076,Rayond,Berztiss,Senior Staff,11/12/1998,41499
210230,Chikako,Bage,Engineer,11/12/1998,40000
294927,Zdislav,Chandrasekhar,Engineer,11/12/1998,61295
401129,Poorav,Speckmann,Staff,11/12/1998,57168
31395,Jayesh,Wursthorn,Staff,11/13/1998,50280
45352,Yuichiro,Zallocco,Engineer,11/13/1998,40000
46004,Toshimori,Schlegelmilch,Engineer,11/13/1998,40000
51694,Mohamadou,Taubman,Engineer,11/13/1998,53242
84459,Amalendu,Barreiro,Engineer,11/13/1998,40000
102037,Yongqiao,Borovoy,Staff,11/13/1998,57202
277308,Patricio,Matzat,Senior Staff,11/13/1998,75970
292872,Mabo,Wilfing,Engineer,11/13/1998,40000
293524,Seongbin,Trumbly,Staff,11/13/1998,40000
412840,Alexius,Qiwen,Staff,11/13/1998,40000
426980,Dhritiman,Ushiama,Senior Staff,11/13/1998,40000
65835,Arra,Beetstra,Senior Staff,11/14/1998,85629
88748,Satoru,Sigstam,Staff,11/14/1998,40000
232389,Marit,Kumaresan,Engineer,11/14/1998,68963
411482,Shaunak,Petersohn,Senior Engineer,11/14/1998,40000
411654,Shahid,Swick,Senior Engineer,11/14/1998,48638
447194,Anneke,Rando,Engineer,11/14/1998,49014
25391,Hatsukazu,Billawala,Assistant Engineer,11/15/1998,40000
231396,Yoshinari,Cannata,Engineer,11/15/1998,60006
248599,Chinhyun,Luit,Senior Staff,11/15/1998,80295
280651,Yakichi,Seghrouchni,Senior Engineer,11/15/1998,57334
88013,Frederique,Vasanthakumar,Staff,11/16/1998,78137
204708,Martial,Bazelow,Staff,11/16/1998,40000
227938,Uzi,Schaaf,Senior Staff,11/16/1998,46542
267083,JoAnna,Knightly,Senior Staff,11/16/1998,40000
267508,Otmar,Glowinski,Senior Engineer,11/16/1998,52131
274704,Masanao,Rothe,Senior Staff,11/16/1998,64892
295802,Xiahua,Engelmann,Engineer,11/16/1998,44662
475781,Chinhyun,Plump,Staff,11/16/1998,73661
493506,Siddarth,Vigier,Senior Engineer,11/16/1998,53834
493801,Stein,Pews,Engineer,11/16/1998,67352
49047,Dannz,Pargaonkar,Technique Leader,11/17/1998,44234
208416,Kendra,Braunschweig,Senior Engineer,11/17/1998,63099
216578,Koichi,Plesums,Engineer,11/17/1998,57321
410117,Fumiyo,Beausoleil,Staff,11/17/1998,79540
411055,Pragnesh,Yurek,Senior Engineer,11/17/1998,54867
421698,Flemming,Billawala,Senior Staff,11/17/1998,77860
451992,Yuriy,Hagimont,Engineer,11/17/1998,40000
23998,Amabile,Neimat,Staff,11/18/1998,95371
24882,Isaac,Hanabata,Engineer,11/18/1998,40000
41374,JiYoung,Schurmann,Technique Leader,11/18/1998,40000
82385,Sanjai,Biran,Staff,11/18/1998,75274
277281,Shahar,Lieberherr,Engineer,11/18/1998,40000
443195,Manton,Bratten,Engineer,11/18/1998,40000
447962,Seongbin,Linares,Staff,11/18/1998,40000
481017,Mooi,Sethi,Senior Staff,11/18/1998,65872
90428,Niranjan,Braunschweig,Staff,11/19/1998,87870
498847,Elvia,Kavanagh,Senior Engineer,11/19/1998,40000
287356,Uinam,Delgrossi,Senior Engineer,11/20/1998,44198
483208,Aran,Garnick,Staff,11/20/1998,82835
17683,Bernt,Henders,Senior Staff,11/21/1998,54891
31122,Remko,Ghemri,Senior Engineer,11/21/1998,40000
210765,Yuguang,Leppanen,Staff,11/21/1998,59687
234172,Make,Dulli,Senior Engineer,11/21/1998,51062
243308,Tianruo,Demri,Senior Engineer,11/21/1998,71109
273049,Luisa,Poupard,Senior Staff,11/21/1998,46668
413566,Teunis,Massonet,Senior Engineer,11/21/1998,40000
429494,Ipke,Puppe,Engineer,11/21/1998,58301
433576,Marsja,Portugali,Engineer,11/21/1998,40000
480018,Zvonko,Kawashimo,Engineer,11/21/1998,67906
485341,Mohammed,Validov,Senior Engineer,11/21/1998,47489
51590,Ung,Sudbeck,Staff,11/22/1998,78223
87054,Szabolcs,Kandlur,Senior Engineer,11/22/1998,74494
107500,Karoline,Masada,Senior Staff,11/22/1998,76558
205283,Peternela,Eickenmeyer,Engineer,11/22/1998,40000
264699,Remmert,Usery,Senior Engineer,11/22/1998,40000
269286,Sorina,Lamba,Staff,11/22/1998,94824
286790,Snehasis,Diderrich,Engineer,11/22/1998,60354
426290,Serenella,Slobodova,Engineer,11/22/1998,57296
427000,Hercules,Kaltofen,Staff,11/22/1998,73229
493610,Barry,Pena,Senior Engineer,11/22/1998,53830
57338,Mostafa,Rouquie,Senior Staff,11/23/1998,65175
105618,Kazunori,Bugaenko,Staff,11/23/1998,40000
286982,Aksel,Ranze,Senior Staff,11/23/1998,86065
453076,Gunilla,Azuma,Engineer,11/23/1998,47754
472867,Zito,Bondorf,Engineer,11/23/1998,52347
475737,Zhiguo,Norsworthy,Engineer,11/23/1998,40000
28613,Giao,Stemann,Senior Engineer,11/24/1998,43165
58096,Rosine,Usdin,Staff,11/24/1998,108753
61862,Tremaine,Dulay,Staff,11/24/1998,73204
77212,Shaowen,Einsfeld,Technique Leader,11/24/1998,40000
261673,Fatemeh,Birta,Engineer,11/24/1998,51116
275593,Jaques,Androutsos,Engineer,11/24/1998,57972
289025,Feixiong,Fordan,Staff,11/24/1998,50874
34417,Gio,Flexer,Staff,11/25/1998,53607
40250,Jamaludin,Birta,Engineer,11/25/1998,44232
54206,Marsja,Auyong,Senior Engineer,11/25/1998,47268
203446,Kristen,Molenaar,Engineer,11/25/1998,51988
232617,Kamran,Guerreiro,Senior Staff,11/25/1998,62009
238634,Bokyung,Acton,Senior Engineer,11/25/1998,51098
251683,Maris,Klassen,Assistant Engineer,11/25/1998,44022
272541,Arie,Bade,Senior Staff,11/25/1998,55393
275932,Mantis,Millington,Senior Staff,11/25/1998,73157
291424,Edwin,dAstous,Staff,11/25/1998,63792
450048,Frazer,Bondorf,Staff,11/25/1998,40000
458013,Bernt,Pettit,Engineer,11/25/1998,40000
478303,Candido,Zyda,Senior Engineer,11/25/1998,40000
487633,Foong,Zweizig,Senior Engineer,11/25/1998,46182
493788,Maha,Cronau,Senior Staff,11/25/1998,71250
52454,Marco,Peyn,Engineer,11/26/1998,40000
91763,Abdulla,Gronowski,Engineer,11/26/1998,50283
230325,Gio,Kinley,Senior Engineer,11/26/1998,40000
256678,Quingbo,Gustavson,Senior Staff,11/26/1998,57161
296182,Snehasis,Anandan,Engineer,11/26/1998,54060
437892,Sushant,Lampe,Engineer,11/26/1998,70452
452187,Tooru,Vilarrasa,Engineer,11/26/1998,57102
210513,Shen,Heystek,Engineer,11/27/1998,64732
218477,Vishwani,Kornatzky,Senior Staff,11/27/1998,40000
272626,Sashi,Pena,Senior Engineer,11/27/1998,51895
433759,Ugo,Preusig,Staff,11/27/1998,91298
440326,Elvis,Krogh,Engineer,11/27/1998,42489
487904,Gererd,Ciolek,Senior Engineer,11/27/1998,63153
495426,Leon,Pellegrinelli,Senior Staff,11/27/1998,55534
10512,Udi,Gihr,Senior Staff,11/28/1998,40000
73553,Duro,Botman,Senior Engineer,11/28/1998,40000
220925,Muneo,Piancastelli,Senior Staff,11/28/1998,87356
236062,Constantijn,Joslin,Senior Engineer,11/28/1998,40000
24056,Gladys,Shrader,Staff,11/29/1998,91264
29228,Leszek,Guerreiro,Senior Staff,11/29/1998,40000
90946,Arunas,Chaudhuri,Engineer,11/29/1998,40000
225709,Eirik,Validov,Senior Staff,11/29/1998,68158
230326,Soenke,Michaeli,Engineer,11/29/1998,40000
249093,Koldo,Sridhar,Senior Engineer,11/29/1998,40000
470662,Kenton,Beilner,Senior Staff,11/29/1998,40000
494273,Shahab,Rotem,Staff,11/29/1998,75074
27330,Cedric,Lowrie,Engineer,11/30/1998,58562
37236,Ranan,Luby,Senior Staff,11/30/1998,51628
234094,Sastry,Steinauer,Senior Staff,11/30/1998,49892
268147,Shao,Asrin,Engineer,11/30/1998,46817
279583,Gianluca,Masada,Staff,11/30/1998,55370
290946,Abdelghani,Reutenauer,Senior Staff,11/30/1998,72590
444503,Koichi,Garnham,Engineer,11/30/1998,40000
446991,Elgin,Polupanov,Senior Engineer,11/30/1998,51329
64598,Chrisa,Kavanagh,Technique Leader,12/1/1998,65815
87139,Magy,Koblick,Assistant Engineer,12/1/1998,40000
243415,Ferdinand,Fargier,Staff,12/1/1998,40000
424499,Kristine,Camurati,Staff,12/1/1998,40000
446863,Haldon,Flowers,Senior Engineer,12/1/1998,40000
80620,Filipe,Gischer,Senior Staff,12/2/1998,79127
406999,Jasminko,Srimani,Senior Engineer,12/2/1998,45316
460576,Pascal,Arlazarov,Senior Engineer,12/2/1998,40000
20436,Rasiah,Kavraki,Senior Staff,12/3/1998,69600
59379,Zsolt,Rajala,Engineer,12/3/1998,40000
206771,Ferdinand,Lores,Senior Engineer,12/3/1998,40000
259949,Marc,Veeraraghavan,Senior Engineer,12/3/1998,51819
270842,Masasuke,Birke,Senior Staff,12/3/1998,69348
436061,Ekawit,Ressouche,Senior Engineer,12/3/1998,64383
447091,Suzette,Perfilyeva,Staff,12/3/1998,73334
467219,Yongmao,Baaleh,Senior Staff,12/3/1998,40000
471962,Joydip,Bach,Senior Staff,12/3/1998,60530
487260,Katsuo,Nyrup,Senior Staff,12/3/1998,72007
28082,Michaela,Sudbeck,Engineer,12/4/1998,48193
30550,Quingbo,Hofstetter,Engineer,12/4/1998,51270
42088,Zhiguo,Kalsbeek,Engineer,12/4/1998,40000
42181,Eldridge,Tiemann,Engineer,12/4/1998,50280
206339,Kamran,Emmart,Engineer,12/4/1998,41271
209811,Gao,Turnbull,Senior Engineer,12/4/1998,42848
224885,Hercules,Matheson,Senior Staff,12/4/1998,40000
292519,Josyula,Angel,Senior Engineer,12/4/1998,48311
292902,Shigenori,Woycyznski,Staff,12/4/1998,84319
428273,Shaleah,Thorensen,Senior Engineer,12/4/1998,66864
28281,Adhemar,Oxenboll,Senior Staff,12/5/1998,101359
28619,Pragnesh,Majewski,Staff,12/5/1998,85927
46576,Kasidit,Lorys,Staff,12/5/1998,40000
66716,Elgin,Kermarrec,Staff,12/5/1998,57224
208482,Vasilii,Schwartzburd,Senior Engineer,12/5/1998,40000
272930,Sasan,Hoogerwoord,Senior Staff,12/5/1998,63077
288265,Angus,Budinsky,Senior Engineer,12/5/1998,66719
293328,Takahiro,Madeira,Senior Engineer,12/5/1998,40000
421720,Thodoros,Erde,Senior Staff,12/5/1998,40000
430745,Georgy,Stellhorn,Senior Staff,12/5/1998,40000
450799,Sugwoo,Peac,Senior Staff,12/5/1998,51512
465295,Huai,Frezza,Senior Engineer,12/5/1998,59846
31802,Murthy,Huhdanpaa,Senior Engineer,12/6/1998,41583
32138,Anyuan,Facello,Senior Staff,12/6/1998,61638
48841,Krisda,Busillo,Engineer,12/6/1998,55440
236634,Mohd,Falster,Senior Staff,12/6/1998,54855
266349,Foong,Stille,Assistant Engineer,12/6/1998,44242
299470,Giap,Rousseau,Senior Engineer,12/6/1998,40000
407375,Gift,Landherr,Engineer,12/6/1998,41735
419287,Takahira,Spelt,Staff,12/6/1998,40000
420890,Kayoko,Hiltgen,Senior Engineer,12/6/1998,40000
421854,Mitsuyuki,Guting,Assistant Engineer,12/6/1998,54116
431171,Marsha,Chaudhuri,Staff,12/6/1998,40000
12487,Mona,Reghbati,Senior Staff,12/7/1998,40000
45466,Guiseppe,Tomescu,Staff,12/7/1998,87135
250389,Zeydy,Ouhyoung,Engineer,12/7/1998,47454
425474,Vishwani,England,Senior Staff,12/7/1998,67520
432245,Shigeo,Hoppenstand,Staff,12/7/1998,47133
442246,Richara,Linares,Senior Engineer,12/7/1998,52113
445934,Beshir,Casperson,Staff,12/7/1998,57681
499797,Wayne,Hutter,Senior Staff,12/7/1998,50496
21588,Licheng,Masamoto,Staff,12/8/1998,55000
90309,Zengping,Siegrist,Engineer,12/8/1998,40000
91150,Kwee,Schaad,Senior Staff,12/8/1998,74637
233434,Vivian,Kinley,Senior Engineer,12/8/1998,40000
249549,Hitomi,Skafidas,Senior Engineer,12/8/1998,49196
406436,Ugo,Leonhardt,Engineer,12/8/1998,40000
420428,Behnaam,Francisci,Senior Staff,12/8/1998,61072
452024,Jaideep,Haldar,Senior Staff,12/8/1998,47713
17472,Murthy,Verhoeff,Senior Staff,12/9/1998,40000
52602,Giao,Coors,Senior Engineer,12/9/1998,64799
99451,Guenter,Riexinger,Senior Staff,12/9/1998,60516
109524,Mong,Merle,Staff,12/9/1998,63277
236906,Aluzio,Otillio,Senior Engineer,12/9/1998,49816
400702,Edwin,Yamaashi,Senior Engineer,12/9/1998,54426
401006,Naftali,Conde,Senior Staff,12/9/1998,40000
411851,Parke,Deville,Senior Engineer,12/9/1998,52661
461545,Mooi,Highland,Engineer,12/9/1998,40000
62857,Maia,Cummings,Senior Staff,12/10/1998,62733
252306,Ger,Goldhammer,Senior Engineer,12/10/1998,60825
432122,Alair,Poupard,Engineer,12/10/1998,46008
468030,Anoosh,Poujol,Senior Engineer,12/10/1998,40000
483808,Ipke,Peir,Senior Engineer,12/10/1998,55242
76644,Huei,Junet,Engineer,12/11/1998,71195
239853,Chaoyi,Koprowski,Staff,12/11/1998,52352
414134,Maja,Molberg,Senior Staff,12/11/1998,40000
444505,Hyuckchul,Auyong,Senior Engineer,12/11/1998,68413
40512,Kwangjo,Melton,Senior Staff,12/12/1998,65684
426256,Gregory,Binkley,Staff,12/12/1998,73001
41808,Filipp,Varley,Senior Staff,12/13/1998,40000
58879,Cathie,Ushiama,Senior Engineer,12/13/1998,73255
61623,Xiaoqiu,Luce,Senior Engineer,12/13/1998,48792
86164,Adit,Rothe,Senior Staff,12/13/1998,40000
215960,Elvia,Chelton,Engineer,12/13/1998,40000
223246,Oguz,Klerer,Staff,12/13/1998,40000
278696,Mara,Melichar,Staff,12/13/1998,74416
24767,Kiyokazu,Pagter,Senior Staff,12/14/1998,40000
85109,Ottavia,Rebaine,Assistant Engineer,12/14/1998,40000
106197,Geraldo,Ciolek,Engineer,12/14/1998,47431
217347,Mechthild,Perri,Engineer,12/14/1998,59309
258786,Huiqun,Birsak,Senior Engineer,12/14/1998,49751
283088,Hiroyasu,Schwartzburd,Engineer,12/14/1998,40000
297916,Jacopo,Atchley,Staff,12/14/1998,58022
31849,Chaitali,Sabnani,Engineer,12/15/1998,68108
52812,Jaber,Fujisawa,Senior Staff,12/15/1998,83882
67409,Bluma,Schrooten,Engineer,12/15/1998,40000
90903,Richara,Sadowski,Senior Engineer,12/15/1998,53494
280127,Arnd,Hammerschmidt,Engineer,12/15/1998,40000
457862,Masamitsu,Holburn,Senior Engineer,12/15/1998,59540
21171,Emdad,Bressoud,Staff,12/16/1998,43859
21725,Hyuncheol,Calkin,Assistant Engineer,12/16/1998,47368
31019,Arve,Junot,Senior Engineer,12/16/1998,40000
423848,Taizo,Zambonelli,Senior Engineer,12/16/1998,54650
471981,Xiaoqiu,Huhdanpaa,Senior Engineer,12/16/1998,47241
498574,Brewster,Makrucki,Senior Engineer,12/16/1998,43940
14539,Ashish,Danlos,Engineer,12/17/1998,42975
30577,JoAnna,Rosaz,Engineer,12/17/1998,47757
85942,Jaber,Sankaranarayanan,Engineer,12/17/1998,48914
90925,Odinaldo,Bugrara,Senior Staff,12/17/1998,40000
223742,Arlette,Salvesen,Technique Leader,12/17/1998,40000
234326,Munehiko,Sherertz,Engineer,12/17/1998,40000
292219,Dharmaraja,Deyuan,Senior Staff,12/17/1998,59371
453214,Xiaoheng,Hennebert,Senior Engineer,12/17/1998,56784
487796,Gunilla,Bashian,Staff,12/17/1998,76344
12454,Kerryn,Farris,Staff,12/18/1998,41347
21402,Guadalupe,Gecsei,Senior Engineer,12/18/1998,40000
37635,Barun,Sooriamurthi,Senior Engineer,12/18/1998,60903
214954,Marko,Mandell,Senior Engineer,12/18/1998,40000
247220,Aimee,Miyakawa,Staff,12/18/1998,72579
247318,Sarita,Baek,Senior Engineer,12/18/1998,64082
284465,Aria,Rosiles,Engineer,12/18/1998,73986
409072,Vatsa,Kroha,Senior Engineer,12/18/1998,43847
455590,Claude,Danlos,Engineer,12/18/1998,57159
473585,Doowon,Ushiama,Technique Leader,12/18/1998,47099
478125,Kazuhiro,Erez,Senior Staff,12/18/1998,40656
494443,Dzung,Auyong,Senior Engineer,12/18/1998,40601
16869,Yakkov,Huttel,Senior Staff,12/19/1998,40000
24900,Zeljko,Vidya,Assistant Engineer,12/19/1998,40000
27880,Yinlin,Poujol,Senior Engineer,12/19/1998,51080
51148,Lucian,Lubachevsky,Senior Staff,12/19/1998,79534
264098,Sverrir,Rohrbach,Engineer,12/19/1998,40000
297907,Weiyi,Srimani,Senior Engineer,12/19/1998,40000
437659,Conor,Jervis,Staff,12/19/1998,56197
27107,Lansing,Murtha,Senior Engineer,12/20/1998,40000
45534,Perla,Jullig,Staff,12/20/1998,86547
59380,Zvonko,Berendt,Senior Staff,12/20/1998,89720
107307,Eberhardt,Boyle,Senior Staff,12/20/1998,48442
211524,Elgin,Xiaoshan,Senior Staff,12/20/1998,40000
272826,Odoardo,Ranze,Senior Engineer,12/20/1998,49000
410581,Yannik,Oxenboll,Engineer,12/20/1998,40000
449838,Abdelaziz,Cmelik,Senior Engineer,12/20/1998,50795
482349,Arlette,Munos,Engineer,12/20/1998,40000
491426,Ravishankar,Roccetti,Staff,12/20/1998,71679
498166,Sashi,Steenbeek,Engineer,12/20/1998,68093
13884,Kensei,Swift,Engineer,12/21/1998,44785
43196,Along,Socorro,Senior Staff,12/21/1998,40000
101530,Sushant,Debuse,Technique Leader,12/21/1998,49869
288456,Mariusz,Munck,Senior Engineer,12/21/1998,40000
409942,Izaskun,Navazio,Senior Staff,12/21/1998,69086
422880,Berna,Anily,Engineer,12/21/1998,40000
453829,Yuichiro,Kamber,Senior Staff,12/21/1998,47269
475573,Jackson,Luga,Senior Staff,12/21/1998,62651
50251,Anoosh,Markovitch,Senior Staff,12/22/1998,51230
69027,Make,Gihr,Senior Staff,12/22/1998,53717
86196,Ugo,Cincotta,Staff,12/22/1998,42422
103415,Heng,Cronin,Senior Staff,12/22/1998,60614
227425,Magy,Jording,Engineer,12/22/1998,61368
278446,Sachio,Carrere,Engineer,12/22/1998,40000
294870,Domenico,Nergos,Senior Engineer,12/22/1998,40000
462698,Tzvetan,Blokdijk,Senior Engineer,12/22/1998,71679
463700,Giao,Maraist,Senior Staff,12/22/1998,40000
469091,Karlis,Baek,Senior Staff,12/22/1998,65987
26254,Yuichiro,Rousseau,Senior Engineer,12/23/1998,40000
69524,Leon,Vrecion,Engineer,12/23/1998,40000
208638,Khatoun,Zobel,Staff,12/23/1998,92152
218466,Bernt,Kadhim,Senior Engineer,12/23/1998,40000
255357,Siddarth,Clouatre,Staff,12/23/1998,87822
285743,Gretta,DasSarma,Engineer,12/23/1998,40000
485238,Heather,Gargeya,Senior Engineer,12/23/1998,69847
71986,Faiza,Peek,Staff,12/24/1998,56973
77211,Kasturi,Msuda,Senior Staff,12/24/1998,40000
228517,Huei,Leaver,Staff,12/24/1998,87690
237234,Martins,Stavenow,Engineer,12/24/1998,53757
255908,Ashish,Farris,Senior Engineer,12/24/1998,62301
411051,Richara,Atrawala,Senior Engineer,12/24/1998,40000
428073,Lech,Improta,Staff,12/24/1998,84722
464853,Zhiwei,Schreiter,Senior Engineer,12/24/1998,44269
490034,Fuqing,Lupu,Staff,12/24/1998,53518
21915,Kitty,Erie,Senior Engineer,12/25/1998,40000
57535,Dante,Petereit,Engineer,12/25/1998,40000
95232,Atreyi,Ernst,Engineer,12/25/1998,40000
260824,Aram,Cooman,Senior Engineer,12/25/1998,54631
268901,Zengping,Segond,Engineer,12/25/1998,83638
294850,Toshimo,Peot,Senior Staff,12/25/1998,60479
439468,Hailing,Pauthner,Engineer,12/25/1998,40000
462590,DeForest,Zucker,Senior Engineer,12/25/1998,47903
67567,Yuqun,Delgrossi,Staff,12/26/1998,53312
74506,Becky,Picaronny,Staff,12/26/1998,74502
249619,Steve,Selvestrel,Senior Engineer,12/26/1998,79436
485907,Supot,Plavsic,Engineer,12/26/1998,63551
20425,TRUE,Schapiro,Staff,12/27/1998,40000
87415,Radhia,Thibadeau,Engineer,12/27/1998,40000
101479,Hatsukazu,Halloran,Senior Engineer,12/27/1998,40000
104092,Abdelaziz,Vitiello,Assistant Engineer,12/27/1998,48196
201536,Shalesh,Birke,Senior Engineer,12/27/1998,60918
258100,Pranas,Manderick,Senior Engineer,12/27/1998,40000
294243,Marie,Llado,Staff,12/27/1998,40000
413272,Xianlong,Comellas,Engineer,12/27/1998,53367
414959,Tristan,Birta,Engineer,12/27/1998,41190
421739,Shahar,Bisiani,Technique Leader,12/27/1998,40000
449087,Khalid,Eppinger,Staff,12/27/1998,72975
40615,Jacopo,Karner,Senior Engineer,12/28/1998,40000
42274,Gal,Grospietsch,Assistant Engineer,12/28/1998,40000
71842,Bluma,Cummings,Senior Staff,12/28/1998,68393
89039,Marek,Quadeer,Engineer,12/28/1998,40000
92089,Youjian,Fiutem,Engineer,12/28/1998,44320
284714,Sadok,Mitchem,Engineer,12/28/1998,40000
402201,Youssef,Grabner,Senior Staff,12/28/1998,72710
466764,Tadanori,Tsukuda,Staff,12/28/1998,77406
38347,Tzu,Woycyznski,Senior Staff,12/29/1998,87184
59700,Arno,Leijenhorst,Senior Staff,12/29/1998,40000
213076,Leni,Prampolini,Staff,12/29/1998,67105
218755,Zengping,Usery,Senior Engineer,12/29/1998,58850
227889,Dipayan,Monarch,Senior Engineer,12/29/1998,40000
251903,Fabrizio,Menhoudj,Engineer,12/29/1998,56310
254638,Matt,Peres,Senior Engineer,12/29/1998,82287
269443,Ute,Schaad,Engineer,12/29/1998,52961
464524,Youssef,Minakawa,Senior Engineer,12/29/1998,48416
23660,JoAnna,Portugali,Engineer,12/30/1998,40000
28631,Dmitry,Marletta,Senior Engineer,12/30/1998,78423
